filename,x1,y1,x2,y2,labels
983365930/Sagittal T1/006.png,115.3617452451879,37.08799266727773,206.3617452451879,128.08799266727772,L1/L2
983365930/Sagittal T1/012.png,113.15844584485586,35.918306849885184,204.15844584485586,126.91830684988518,L1/L2
983365930/Sagittal T1/012.png,104.28908554572271,64.49852507374632,195.2890855457227,155.49852507374632,L2/L3
983365930/Sagittal T1/012.png,98.56671449067431,97.32424677187947,189.56671449067431,188.32424677187947,L3/L4
983365930/Sagittal T1/012.png,97.4648493543759,130.74748923959828,188.4648493543759,221.74748923959828,L4/L5
983365930/Sagittal T1/012.png,97.83213773314205,158.2941176470588,188.83213773314205,249.2941176470588,L5/S1
983365930/Sagittal T1/007.png,105.27191939734189,64.54170485792852,196.2719193973419,155.54170485792852,L2/L3
983365930/Sagittal T1/007.png,96.82462333868011,95.51512373968836,187.8246233386801,186.51512373968836,L3/L4
2498439772/Sagittal T1/003.png,90.66972891566266,72.05060240963856,181.66972891566266,163.05060240963854,L3/L4
2498439772/Sagittal T1/003.png,84.19262048192772,92.40722891566264,175.19262048192772,183.40722891566264,L4/L5
2498439772/Sagittal T1/003.png,79.87454819277109,115.2313253012048,170.8745481927711,206.2313253012048,L5/S1
2498439772/Sagittal T1/010.png,106.08262039566219,25.727116885540553,197.0826203956622,116.72711688554055,L1/L2
2498439772/Sagittal T1/004.png,105.78298192771084,25.168674698795186,196.78298192771084,116.16867469879519,L1/L2
2498439772/Sagittal T1/004.png,100.23117469879517,47.684337349397595,191.23117469879517,138.6843373493976,L2/L3
2498439772/Sagittal T1/011.png,99.40314238688424,47.435420414068844,190.40314238688424,138.43542041406886,L2/L3
2498439772/Sagittal T1/011.png,92.72366437810632,70.47961954435276,183.72366437810632,161.47961954435277,L3/L4
2498439772/Sagittal T1/011.png,86.37816026976725,90.8520274711255,177.37816026976725,181.8520274711255,L4/L5
2498439772/Sagittal T1/011.png,82.0364995640616,110.89046149745931,173.03649956406161,201.8904614974593,L5/S1
1812153363/Sagittal T1/003.png,112.45824847250509,15.08961303462322,203.4582484725051,106.08961303462323,L1/L2
1812153363/Sagittal T1/003.png,105.68024439918534,41.68024439918534,196.68024439918534,132.68024439918534,L2/L3
1812153363/Sagittal T1/003.png,102.03054989816701,68.79226069246435,193.030549898167,159.79226069246437,L3/L4
1812153363/Sagittal T1/003.png,97.85947046843177,91.73319755600815,188.85947046843177,182.73319755600815,L4/L5
1812153363/Sagittal T1/003.png,100.98778004073321,114.15274949083502,191.9877800407332,205.15274949083502,L5/S1
1812153363/Sagittal T1/008.png,114.66077738515901,14.590106007067142,205.660777385159,105.59010600706713,L1/L2
1812153363/Sagittal T1/008.png,108.18783542039355,40.75313059033989,199.18783542039355,131.75313059033988,L2/L3
1812153363/Sagittal T1/009.png,101.54416961130741,67.96113074204946,192.5441696113074,158.96113074204948,L3/L4
1812153363/Sagittal T1/009.png,99.4865831842576,90.2128801431127,190.4865831842576,181.2128801431127,L4/L5
1812153363/Sagittal T1/009.png,100.48766603415561,115.91081593927893,191.4876660341556,206.91081593927893,L5/S1
2563313484/Sagittal T1/005.png,89.34663341645884,15.967581047381543,180.34663341645884,106.96758104738154,L1/L2
2563313484/Sagittal T1/005.png,82.00498753117206,36.71571072319202,173.00498753117205,127.71571072319202,L2/L3
2563313484/Sagittal T1/005.png,75.94014962593518,58.421446384039896,166.9401496259352,149.42144638403988,L3/L4
2563313484/Sagittal T1/005.png,76.25935162094763,80.44638403990025,167.25935162094763,171.44638403990024,L4/L5
2563313484/Sagittal T1/005.png,81.04738154613464,100.23690773067332,172.04738154613466,191.23690773067332,L5/S1
2563313484/Sagittal T1/011.png,87.02484639861214,15.57460212800109,178.02484639861214,106.57460212800109,L1/L2
2563313484/Sagittal T1/011.png,82.6895104895105,36.27552447552448,173.6895104895105,127.27552447552448,L2/L3
2563313484/Sagittal T1/012.png,77.31888111888112,59.548251748251744,168.3188811188811,150.54825174825174,L3/L4
2563313484/Sagittal T1/012.png,74.61865569272976,79.6639231824417,165.61865569272976,170.6639231824417,L4/L5
2563313484/Sagittal T1/012.png,80.93964334705075,101.78737997256516,171.93964334705075,192.78737997256516,L5/S1
1780646606/Sagittal T1/003.png,103.41095890410958,57.088280060882795,194.41095890410958,148.0882800608828,L1/L2
1780646606/Sagittal T1/003.png,92.89041095890411,82.80517503805174,183.8904109589041,173.80517503805174,L2/L3
1780646606/Sagittal T1/003.png,91.33181126331812,107.7427701674277,182.33181126331812,198.7427701674277,L3/L4
1780646606/Sagittal T1/003.png,94.44901065449011,128.78386605783865,185.4490106544901,219.78386605783865,L4/L5
1780646606/Sagittal T1/003.png,105.74885844748857,145.1491628614916,196.74885844748857,236.1491628614916,L5/S1
1780646606/Sagittal T1/010.png,104.62952243125903,139.49782923299566,195.62952243125903,230.49782923299566,L5/S1
1780646606/Sagittal T1/009.png,98.96804902374706,57.891036402346316,189.96804902374706,148.89103640234632,L1/L2
1780646606/Sagittal T1/009.png,87.77924927085672,83.57893464970033,178.77924927085672,174.57893464970033,L2/L3
1780646606/Sagittal T1/009.png,84.99421128798843,107.6367583212735,175.99421128798843,198.6367583212735,L3/L4
1780646606/Sagittal T1/009.png,90.1808972503618,128.75397973950797,181.1808972503618,219.75397973950797,L4/L5
1009445512/Sagittal T1/017.png,68.87031261860683,63.743771695848594,159.87031261860682,154.74377169584858,L2/L3
1009445512/Sagittal T1/017.png,63.59039978120245,98.2743220450345,154.59039978120245,189.2743220450345,L3/L4
1009445512/Sagittal T1/017.png,63.851465230213094,124.62561580454746,154.85146523021308,215.62561580454746,L4/L5
1009445512/Sagittal T1/006.png,66.57524720579589,96.82484001647504,157.5752472057959,187.82484001647504,L3/L4
1009445512/Sagittal T1/018.png,77.85825633384755,32.2718731818066,168.85825633384755,123.2718731818066,L1/L2
1009445512/Sagittal T1/018.png,68.02851241438358,152.52698566756115,159.02851241438358,243.52698566756115,L5/S1
1009445512/Sagittal T1/009.png,80.77912657797832,30.393623146365485,171.77912657797833,121.39362314636548,L1/L2
1009445512/Sagittal T1/007.png,71.11182712905993,62.62570087629291,162.11182712905992,153.6257008762929,L2/L3
1009445512/Sagittal T1/007.png,69.29846343360997,126.13139695712309,160.29846343360998,217.1313969571231,L4/L5
1009445512/Sagittal T1/007.png,70.00662387621024,152.20055325034582,161.00662387621026,243.20055325034582,L5/S1
231335311/Sagittal T1/003.png,84.80918727915196,53.939929328621915,175.80918727915196,144.93992932862193,L1/L2
231335311/Sagittal T1/008.png,80.40897755610975,57.46384039900248,171.40897755610973,148.4638403990025,L1/L2
231335311/Sagittal T1/008.png,69.23690773067332,83.63840399002493,160.23690773067332,174.63840399002493,L2/L3
231335311/Sagittal T1/008.png,65.08728179551122,112.36658354114712,156.08728179551122,203.36658354114712,L3/L4
231335311/Sagittal T1/008.png,63.81047381546135,137.58354114713217,154.81047381546136,228.58354114713217,L4/L5
231335311/Sagittal T1/002.png,74.85865724381625,84.24381625441697,165.85865724381625,175.24381625441697,L2/L3
231335311/Sagittal T1/002.png,66.05545617173524,114.48479427549194,157.05545617173524,205.48479427549194,L3/L4
231335311/Sagittal T1/002.png,65.02656546489564,141.65654648956357,156.02656546489564,232.65654648956357,L4/L5
231335311/Sagittal T1/002.png,71.24028268551238,160.6819787985866,162.2402826855124,251.6819787985866,L5/S1
231335311/Sagittal T1/009.png,69.5561097256858,166.63092269326685,160.55610972568581,256.0,L5/S1
1544019340/Sagittal T1/015.png,73.02820874471087,95.45698166431595,164.02820874471087,186.45698166431595,L3/L4
1544019340/Sagittal T1/015.png,68.26417704011065,122.47994467496545,159.26417704011067,213.47994467496545,L4/L5
1544019340/Sagittal T1/015.png,71.80497925311204,147.2655601659751,162.80497925311204,238.2655601659751,L5/S1
1544019340/Sagittal T1/014.png,82.38682246055099,66.50648514825357,173.386822460551,157.50648514825357,L2/L3
1544019340/Sagittal T1/013.png,93.38249716736837,42.619329750684756,184.38249716736837,133.61932975068476,L1/L2
1544019340/Sagittal T1/006.png,94.85464164046121,38.98881969012055,185.8546416404612,129.98881969012055,L1/L2
1544019340/Sagittal T1/006.png,79.82738797169812,65.28651361045598,170.8273879716981,156.28651361045598,L2/L3
1544019340/Sagittal T1/006.png,67.48357245807127,92.74982802672955,158.48357245807125,183.74982802672955,L3/L4
1544019340/Sagittal T1/006.png,64.800134302935,121.194272471174,155.80013430293502,212.194272471174,L4/L5
1544019340/Sagittal T1/006.png,68.02026008909853,144.80852618907232,159.02026008909854,235.80852618907232,L5/S1
647971523/Sagittal T1/003.png,101.9026804564134,154.76079713679675,192.9026804564134,245.76079713679675,L5/S1
647971523/Sagittal T1/005.png,112.08564583776035,44.566564617220465,203.08564583776035,135.56656461722048,L1/L2
647971523/Sagittal T1/005.png,104.084744466702,72.20604208087659,195.084744466702,163.20604208087659,L2/L3
647971523/Sagittal T1/004.png,98.26590710593229,100.93655154967698,189.26590710593229,191.93655154967698,L3/L4
647971523/Sagittal T1/004.png,95.72016576059556,126.03028766799633,186.72016576059556,217.03028766799633,L4/L5
647971523/Sagittal T1/011.png,111.02355500592776,43.348159383829795,202.02355500592776,134.3481593838298,L1/L2
647971523/Sagittal T1/011.png,103.09731980721452,71.27870246500979,194.09731980721452,162.2787024650098,L2/L3
647971523/Sagittal T1/011.png,98.94548232217426,97.32204668935327,189.94548232217426,188.32204668935327,L3/L4
647971523/Sagittal T1/011.png,96.68084369397047,127.51722839873705,187.68084369397047,218.51722839873705,L4/L5
647971523/Sagittal T1/011.png,103.09731980721452,152.42825330897864,194.09731980721452,243.42825330897864,L5/S1
2557856398/Sagittal T1/005.png,92.10458715596332,30.97798165137614,183.10458715596332,121.97798165137614,L1/L2
2557856398/Sagittal T1/005.png,84.58899082568809,59.16146788990825,175.5889908256881,150.16146788990824,L2/L3
2557856398/Sagittal T1/004.png,82.2159090909091,88.93939393939394,173.2159090909091,179.93939393939394,L3/L4
2557856398/Sagittal T1/004.png,85.05871559633027,116.93761467889908,176.05871559633027,207.93761467889908,L4/L5
2557856398/Sagittal T1/004.png,91.16513761467891,142.7724770642202,182.1651376146789,233.7724770642202,L5/S1
2557856398/Sagittal T1/013.png,84.25520245733901,120.99213570703625,175.255202457339,211.99213570703625,L4/L5
2557856398/Sagittal T1/013.png,91.2058168634,146.3013308522052,182.2058168634,237.3013308522052,L5/S1
2557856398/Sagittal T1/012.png,89.08576455184021,35.33487275057297,180.0857645518402,126.33487275057297,L1/L2
2557856398/Sagittal T1/012.png,82.64838037812532,63.8850473455301,173.64838037812532,154.8850473455301,L2/L3
2557856398/Sagittal T1/012.png,81.83094297699112,91.55469915995462,172.83094297699114,182.55469915995462,L3/L4
3521369408/Sagittal T1/015.png,80.86857267645098,75.69273043185058,171.86857267645098,166.69273043185058,L3/L4
3521369408/Sagittal T1/015.png,73.64917715254012,106.89914979327176,164.64917715254012,197.89914979327176,L4/L5
3521369408/Sagittal T1/005.png,87.52575957727873,24.32628797886393,178.52575957727873,115.32628797886393,L1/L2
3521369408/Sagittal T1/004.png,70.9550858652576,131.5284015852048,161.95508586525762,222.5284015852048,L5/S1
3521369408/Sagittal T1/014.png,86.2248983877397,45.41784597674048,177.2248983877397,136.41784597674047,L2/L3
3521369408/Sagittal T1/014.png,74.34782833227342,132.98212716998202,165.34782833227342,223.98212716998202,L5/S1
3521369408/Sagittal T1/013.png,90.18392173956178,23.29389195185233,181.18392173956178,114.29389195185233,L1/L2
3521369408/Sagittal T1/006.png,80.42404227212681,51.38044914134743,171.42404227212683,142.3804491413474,L2/L3
3521369408/Sagittal T1/006.png,68.92602377807133,105.15059445178335,159.92602377807134,196.15059445178335,L4/L5
3521369408/Sagittal T1/007.png,74.33685601056803,77.75825627476883,165.33685601056803,168.75825627476883,L3/L4
4075603869/Sagittal T1/010.png,101.68702290076334,35.12213740458016,192.68702290076334,126.12213740458016,L2/L3
4075603869/Sagittal T1/010.png,93.38167938931298,62.969465648854964,184.38167938931298,153.96946564885496,L3/L4
4075603869/Sagittal T1/002.png,110.63911845730024,12.123966942148755,201.63911845730024,103.12396694214875,L1/L2
4075603869/Sagittal T1/002.png,103.23415977961432,39.62809917355372,194.23415977961432,130.62809917355372,L2/L3
4075603869/Sagittal T1/002.png,95.12396694214877,67.8374655647383,186.12396694214877,158.8374655647383,L3/L4
4075603869/Sagittal T1/002.png,93.36088154269973,96.39944903581267,184.36088154269973,187.39944903581267,L4/L5
4075603869/Sagittal T1/002.png,95.12396694214877,122.4931129476584,186.12396694214877,213.4931129476584,L5/S1
4075603869/Sagittal T1/012.png,90.45038167938932,94.72519083969468,181.45038167938932,185.72519083969468,L4/L5
4075603869/Sagittal T1/012.png,92.89312977099235,121.10687022900763,183.89312977099235,212.10687022900763,L5/S1
4075603869/Sagittal T1/009.png,110.96946564885496,10.206106870229007,201.96946564885496,101.20610687022901,L1/L2
123154253/Sagittal T1/005.png,94.67848808942742,56.99232072789805,185.67848808942742,147.99232072789806,L3/L4
123154253/Sagittal T1/005.png,91.78009532409627,80.17946285054732,182.78009532409627,171.17946285054734,L4/L5
123154253/Sagittal T1/005.png,91.4580516835039,103.04456133260425,182.4580516835039,194.04456133260425,L5/S1
123154253/Sagittal T1/014.png,88.98473282442748,83.0,179.98473282442748,174.0,L4/L5
123154253/Sagittal T1/014.png,88.98473282442748,104.00763358778627,179.98473282442748,195.00763358778627,L5/S1
123154253/Sagittal T1/013.png,101.19847328244273,10.206106870229,192.19847328244273,101.20610687022901,L1/L2
123154253/Sagittal T1/013.png,97.77862595419845,30.725190839694662,188.77862595419845,121.72519083969466,L2/L3
123154253/Sagittal T1/013.png,92.40458015267177,59.549618320610676,183.40458015267177,150.54961832061068,L3/L4
123154253/Sagittal T1/006.png,98.86505541712799,9.007818279637753,189.865055417128,100.00781827963775,L1/L2
123154253/Sagittal T1/006.png,96.93279357357386,32.19496040228702,187.93279357357386,123.19496040228702,L2/L3
3819260179/Sagittal T1/003.png,103.72505091649694,23.822810590631363,194.72505091649694,114.82281059063136,L1/L2
3819260179/Sagittal T1/003.png,93.81873727087577,48.327902240325855,184.81873727087577,139.32790224032584,L2/L3
3819260179/Sagittal T1/010.png,78.04684317718942,122.49490835030551,169.04684317718943,213.4949083503055,L5/S1
3819260179/Sagittal T1/002.png,85.47657841140528,74.39714867617108,176.47657841140528,165.39714867617107,L3/L4
3819260179/Sagittal T1/002.png,77.65580448065172,98.90224032586559,168.65580448065174,189.9022403258656,L4/L5
3819260179/Sagittal T1/002.png,77.65580448065172,122.36456211812629,168.65580448065174,213.3645621181263,L5/S1
3819260179/Sagittal T1/009.png,99.94501018329939,24.474541751527497,190.9450101832994,115.4745417515275,L1/L2
3819260179/Sagittal T1/009.png,89.51731160896131,49.5010183299389,180.5173116089613,140.50101832993892,L2/L3
3819260179/Sagittal T1/009.png,80.13238289205702,71.9205702647658,171.13238289205702,162.9205702647658,L3/L4
3819260179/Sagittal T1/009.png,75.9613034623218,96.94704684317719,166.96130346232178,187.9470468431772,L4/L5
3311528906/Sagittal T1/005.png,102.64060676779462,78.36989498249709,193.64060676779462,169.3698949824971,L2/L3
3311528906/Sagittal T1/005.png,96.06884480746791,102.86464410735124,187.0688448074679,193.86464410735124,L3/L4
3311528906/Sagittal T1/004.png,90.99066511085181,129.1516919486581,181.9906651108518,220.1516919486581,L4/L5
3311528906/Sagittal T1/004.png,97.26371061843642,154.54259043173863,188.26371061843642,245.54259043173863,L5/S1
3311528906/Sagittal T1/011.png,109.50726552179657,50.365918097754275,200.50726552179657,141.36591809775427,L1/L2
3311528906/Sagittal T1/006.png,108.31621936989501,50.887981330221706,199.316219369895,141.8879813302217,L1/L2
3311528906/Sagittal T1/012.png,102.0673712021136,77.08190224570674,193.0673712021136,168.08190224570674,L2/L3
3311528906/Sagittal T1/012.png,92.5984147952444,103.45970937912813,183.5984147952444,194.45970937912813,L3/L4
3311528906/Sagittal T1/012.png,88.8784676354029,130.51387054161162,179.8784676354029,221.51387054161162,L4/L5
3311528906/Sagittal T1/012.png,93.6129458388375,153.84808454425365,184.6129458388375,244.84808454425365,L5/S1
1742195308/Sagittal T1/003.png,96.29531568228106,25.517311608961307,187.29531568228106,116.51731160896131,L1/L2
1742195308/Sagittal T1/010.png,97.09746588693957,23.366471734892784,188.09746588693957,114.36647173489278,L1/L2
1742195308/Sagittal T1/010.png,89.1130604288499,53.807017543859644,180.1130604288499,144.80701754385964,L2/L3
1742195308/Sagittal T1/010.png,80.13060428849901,82.25146198830407,171.130604288499,173.25146198830407,L3/L4
1742195308/Sagittal T1/010.png,74.47498375568551,111.69395711500977,165.4749837556855,202.69395711500977,L4/L5
1742195308/Sagittal T1/010.png,79.29889538661469,137.9759584145549,170.29889538661467,228.9759584145549,L5/S1
1742195308/Sagittal T1/002.png,87.9531568228106,53.67209775967413,178.9531568228106,144.67209775967413,L2/L3
1742195308/Sagittal T1/002.png,78.56822810590631,81.30549898167006,169.56822810590631,172.30549898167004,L3/L4
1742195308/Sagittal T1/001.png,75.9613034623218,113.10997963340122,166.96130346232178,204.10997963340122,L4/L5
1742195308/Sagittal T1/001.png,79.6109979633401,140.74338085539716,170.61099796334008,231.74338085539716,L5/S1
829439070/Sagittal T1/003.png,95.45125348189413,21.555246053853296,186.45125348189413,112.5552460538533,L1/L2
829439070/Sagittal T1/003.png,85.94336118848656,44.61188486536675,176.94336118848656,135.61188486536673,L2/L3
829439070/Sagittal T1/003.png,78.09935004642524,68.61931290622098,169.09935004642523,159.61931290622098,L3/L4
829439070/Sagittal T1/003.png,74.7715877437326,96.42989786443826,165.7715877437326,187.42989786443826,L4/L5
829439070/Sagittal T1/010.png,94.21797752808988,19.862921348314615,185.21797752808988,110.86292134831461,L1/L2
829439070/Sagittal T1/010.png,83.28764044943819,45.175280898876395,174.2876404494382,136.1752808988764,L2/L3
829439070/Sagittal T1/010.png,77.53483146067413,69.91235955056177,168.53483146067413,160.91235955056177,L3/L4
829439070/Sagittal T1/004.png,75.48467966573816,120.91272051996285,166.48467966573816,211.91272051996285,L5/S1
829439070/Sagittal T1/011.png,71.2067415730337,96.95056179775278,162.2067415730337,187.95056179775278,L4/L5
829439070/Sagittal T1/011.png,71.7820224719101,122.26292134831459,162.7820224719101,213.2629213483146,L5/S1
434221231/Sagittal T1/005.png,79.93003122135656,88.94500458295141,170.93003122135656,179.9450045829514,L3/L4
434221231/Sagittal T1/005.png,78.52214854491292,116.6333638863428,169.5221485449129,207.6333638863428,L4/L5
434221231/Sagittal T1/004.png,90.01985706920257,142.44454628780935,181.01985706920257,233.44454628780935,L5/S1
434221231/Sagittal T1/011.png,93.66971080669711,27.864535768645354,184.6697108066971,118.86453576864535,L1/L2
434221231/Sagittal T1/011.png,87.04566210045661,56.698630136986296,178.0456621004566,147.6986301369863,L2/L3
434221231/Sagittal T1/011.png,79.25266362252664,86.31202435312025,170.25266362252665,177.31202435312025,L3/L4
